Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_59_length_37102_cov_7.659028	Caudovirales	100	Myoviridae	50
NODE_59_length_39183_cov_6.335361	Caudovirales	50	Unassigned	37.5
NODE_59_length_39937_cov_9.418359	Caudovirales	100	Siphoviridae	64
NODE_59_length_4864_cov_2.089208	Caudovirales	100	Siphoviridae	100
NODE_59_length_8229_cov_2.904086	Caudovirales	100	Myoviridae	50
NODE_59_length_8360_cov_3.003853	Caudovirales	100	Unassigned	NA
NODE_590_length_3468_cov_2.022268	Caudovirales	100	Siphoviridae	100
NODE_592_length_3205_cov_4.873651	Caudovirales	100	Siphoviridae	75
NODE_593_length_3051_cov_1.970961	Caudovirales	100	Siphoviridae	100
NODE_593_length_3203_cov_257.421220	Caudovirales	100	Siphoviridae	66.66666667
NODE_594_length_3437_cov_1.550857	Caudovirales	100	Siphoviridae	100
NODE_595_length_3198_cov_28.405982	Caudovirales	100	Siphoviridae	100
NODE_595_length_3419_cov_2.457491	Caudovirales	100	Siphoviridae	50
NODE_598_length_3019_cov_2.261134	Caudovirales	100	Siphoviridae	100
NODE_598_length_3413_cov_2.041096	Caudovirales	100	Unassigned	NA
NODE_599_length_3183_cov_2.121164	Caudovirales	100	Siphoviridae	100
NODE_6_length_127175_cov_8.541300	Caudovirales	45.16129032	Myoviridae	30.76923077
NODE_6_length_47833_cov_4.875403	Caudovirales	50	Podoviridae	37.5
NODE_6_length_61068_cov_9.739465	Caudovirales	48.61111111	Siphoviridae	68.42105263
NODE_6_length_62197_cov_79.883975	Caudovirales	100	Myoviridae	35
NODE_6_length_82210_cov_5.532554	Caudovirales	47.61904762	Myoviridae	38.46153846
NODE_6_length_84805_cov_14.802077	Caudovirales	50	Myoviridae	47.82608696
NODE_6_length_84822_cov_16.799037	Caudovirales	50	Myoviridae	47.82608696
NODE_60_length_14961_cov_14.778747	Caudovirales	100	Siphoviridae	100
NODE_60_length_15172_cov_2.896673	Caudovirales	100	Siphoviridae	100
NODE_60_length_16421_cov_3.370952	Caudovirales	100	Unassigned	NA
NODE_60_length_19783_cov_3.659621	Caudovirales	100	Unassigned	NA
NODE_60_length_22084_cov_8.094285	Caudovirales	100	Siphoviridae	66.66666667
NODE_60_length_25063_cov_6.534149	Caudovirales	100	Siphoviridae	75
NODE_60_length_25981_cov_12.962547	Caudovirales	100	Unassigned	45.45454545
NODE_60_length_27767_cov_5.382903	Caudovirales	100	Myoviridae	50
NODE_60_length_32641_cov_4.990978	no_order_Phycodnaviridae	100	Phycodnaviridae	100
NODE_60_length_36992_cov_10.212497	Caudovirales	100	Siphoviridae	62.5
NODE_60_length_39800_cov_4.367870	Caudovirales	100	Unassigned	NA
NODE_60_length_4860_cov_9.260562	no_order_Microviridae	100	Microviridae	100
NODE_60_length_5200_cov_4.488241	Caudovirales	100	Myoviridae	50
NODE_60_length_7231_cov_4.924470	Caudovirales	100	Siphoviridae	60
NODE_60_length_8285_cov_3.798056	Caudovirales	100	Unassigned	NA
NODE_60_length_8778_cov_3.478964	Caudovirales	100	Unassigned	NA
NODE_60_length_8806_cov_3.383385	Caudovirales	100	Siphoviridae	80
NODE_60_length_8921_cov_2.231897	Caudovirales	100	Siphoviridae	60
NODE_60_length_9076_cov_2.949119	Caudovirales	100	Unassigned	NA
NODE_602_length_2985_cov_4.309215	Caudovirales	100	Unassigned	NA
NODE_603_length_2985_cov_2.905461	Caudovirales	100	Unassigned	NA
NODE_603_length_3377_cov_2.608669	Caudovirales	100	Siphoviridae	100
NODE_604_length_2981_cov_10.902939	Caudovirales	100	Siphoviridae	100
NODE_606_length_3364_cov_2.707464	Caudovirales	100	Myoviridae	100
NODE_609_length_3107_cov_1.772936	Caudovirales	100	Unassigned	NA
NODE_61_length_13037_cov_6.156678	Caudovirales	100	Siphoviridae	80
NODE_61_length_16281_cov_3.399667	Caudovirales	100	Siphoviridae	75
NODE_61_length_19463_cov_4.432863	Caudovirales	100	Unassigned	NA
NODE_61_length_24577_cov_3.770043	Caudovirales	50	Siphoviridae	71.42857143
NODE_61_length_24622_cov_5.427158	Caudovirales	50	Myoviridae	42.85714286
NODE_61_length_25658_cov_4.312346	Caudovirales	45.45454545	Unassigned	28.57142857
NODE_61_length_27709_cov_4.008787	Caudovirales	100	Siphoviridae	69.23076923
NODE_61_length_31489_cov_8.070020	Caudovirales	100	Siphoviridae	50
NODE_61_length_7229_cov_2.770003	Caudovirales	100	Siphoviridae	66.66666667
NODE_61_length_8084_cov_2.335534	Caudovirales	100	Siphoviridae	75
NODE_61_length_8165_cov_5.707275	Caudovirales	100	Myoviridae	50
NODE_61_length_8284_cov_5.033904	Caudovirales	100	Siphoviridae	66.66666667
NODE_61_length_8515_cov_2.509456	Caudovirales	100	Unassigned	100
NODE_61_length_8670_cov_2.989669	Caudovirales	100	Siphoviridae	66.66666667
NODE_612_length_3101_cov_2.086671	Caudovirales	100	Siphoviridae	100
NODE_612_length_3329_cov_1.711057	Caudovirales	100	Unassigned	100
NODE_614_length_2919_cov_2.646299	Caudovirales	100	Podoviridae	100
NODE_614_length_3070_cov_3.227529	Caudovirales	100	Myoviridae	100
NODE_615_length_3068_cov_4.473946	Caudovirales	100	Siphoviridae	66.66666667
NODE_617_length_2913_cov_2.121763	Caudovirales	100	Unassigned	NA
NODE_618_length_2906_cov_2.407576	Caudovirales	100	Siphoviridae	100
NODE_618_length_3063_cov_2.143617	Caudovirales	100	Myoviridae	50
NODE_618_length_3289_cov_1.953309	Caudovirales	100	Unassigned	NA
NODE_62_length_12551_cov_5.646527	Caudovirales	100	Siphoviridae	80
NODE_62_length_19043_cov_4.381978	Caudovirales	50	Siphoviridae	52.94117647
NODE_62_length_21580_cov_3.283670	Caudovirales	100	Siphoviridae	66.66666667
NODE_62_length_24335_cov_5.083320	no_order_Phycodnaviridae	50	Phycodnaviridae	40
NODE_62_length_27031_cov_3.198213	Caudovirales	100	Siphoviridae	80
NODE_62_length_4800_cov_1.754689	Caudovirales	100	Siphoviridae	100
NODE_62_length_5084_cov_1208.538278	no_order_Microviridae	100	Microviridae	100
NODE_62_length_7206_cov_2.539225	Caudovirales	100	Myoviridae	50
NODE_62_length_7975_cov_2.938510	Caudovirales	100	Podoviridae	100
NODE_62_length_8121_cov_2.598810	Caudovirales	100	Myoviridae	50
NODE_62_length_8210_cov_3.927529	Caudovirales	100	Siphoviridae	100
NODE_62_length_8230_cov_3.987278	Caudovirales	100	Siphoviridae	75
NODE_621_length_2772_cov_4.553552	no_order_Genomoviridae	100	Genomoviridae	100
NODE_624_length_2868_cov_2.701742	Caudovirales	100	Siphoviridae	100
NODE_624_length_3036_cov_1.878229	Caudovirales	50	Podoviridae	50
NODE_625_length_2868_cov_2.665482	Caudovirales	100	Podoviridae	100
NODE_625_length_3263_cov_2.688903	Caudovirales	100	Unassigned	NA
NODE_626_length_2753_cov_1.712380	Caudovirales	100	Siphoviridae	100
NODE_626_length_3258_cov_3.448330	Caudovirales	100	Siphoviridae	100
NODE_627_length_2744_cov_1.473038	Caudovirales	100	Siphoviridae	100
NODE_627_length_2859_cov_2.410485	Caudovirales	100	Unassigned	NA
NODE_629_length_2734_cov_2.185144	Caudovirales	100	Siphoviridae	100
NODE_63_length_11896_cov_2.688202	Caudovirales	100	Siphoviridae	100
NODE_63_length_14529_cov_5.416955	Caudovirales	100	Podoviridae	100
NODE_63_length_16116_cov_3.623436	Caudovirales	50	Siphoviridae	75
NODE_63_length_18174_cov_6.168442	Caudovirales	50	Siphoviridae	60
NODE_63_length_23756_cov_8.199612	Caudovirales	100	Siphoviridae	100
NODE_63_length_24171_cov_2.850970	no_order_Mimiviridae	50	Mimiviridae	50
NODE_63_length_26925_cov_11.515333	Caudovirales	50	Siphoviridae	64.70588235
NODE_63_length_27891_cov_6.995761	Caudovirales	100	Siphoviridae	81.81818182
NODE_63_length_5027_cov_2.375302	Caudovirales	100	Unassigned	NA
NODE_63_length_7852_cov_3.097089	Caudovirales	50	Podoviridae	42.85714286
NODE_63_length_8158_cov_3.594348	Caudovirales	100	Myoviridae	50
NODE_630_length_2724_cov_1.957287	Caudovirales	100	Unassigned	NA
NODE_630_length_2986_cov_2.110201	Caudovirales	100	Siphoviridae	100
NODE_631_length_3250_cov_1.918310	Caudovirales	100	Myoviridae	100
NODE_632_length_3249_cov_2.387602	Caudovirales	100	Unassigned	NA
NODE_633_length_2847_cov_2.475287	Caudovirales	100	Myoviridae	100
NODE_634_length_2968_cov_2.143495	Caudovirales	100	Siphoviridae	100
NODE_635_length_2845_cov_4.346237	Caudovirales	100	Siphoviridae	100
NODE_636_length_2958_cov_160.373062	Caudovirales	100	Siphoviridae	100
NODE_639_length_2690_cov_2.384061	Caudovirales	100	Podoviridae	50
NODE_639_length_2839_cov_2.029095	Caudovirales	100	Unassigned	NA
NODE_639_length_2937_cov_2.071478	Caudovirales	100	Siphoviridae	100
NODE_64_length_11542_cov_3.160094	Caudovirales	100	Siphoviridae	85.71428571
NODE_64_length_17972_cov_3.491042	Caudovirales	100	Siphoviridae	100
NODE_64_length_20821_cov_4.557113	Caudovirales	50	Unassigned	NA
NODE_64_length_24001_cov_4.623779	Caudovirales	41.66666667	Myoviridae	30
NODE_64_length_26668_cov_4.755420	Caudovirales	100	Siphoviridae	90
NODE_64_length_27677_cov_8.435522	Caudovirales	100	Myoviridae	50
NODE_64_length_33972_cov_8.070260	Caudovirales	100	Siphoviridae	81.81818182
NODE_64_length_6868_cov_2.283869	Caudovirales	100	Siphoviridae	83.33333333
NODE_64_length_8120_cov_3.039306	Caudovirales	100	Unassigned	NA
NODE_64_length_8141_cov_3.968959	Caudovirales	100	Siphoviridae	100
NODE_64_length_8472_cov_2.102531	Caudovirales	100	Unassigned	NA
NODE_642_length_2687_cov_1.792173	Caudovirales	100	Siphoviridae	100
NODE_642_length_2835_cov_11.138129	Caudovirales	100	Siphoviridae	100
NODE_645_length_2665_cov_1.980077	Caudovirales	100	Unassigned	100
NODE_645_length_2903_cov_3.110604	Caudovirales	100	Unassigned	NA
NODE_647_length_2895_cov_2.588380	Caudovirales	100	Unassigned	NA
NODE_648_length_3153_cov_2.320207	Caudovirales	100	Siphoviridae	100
NODE_65_length_17767_cov_3.266542	Caudovirales	50	Siphoviridae	66.66666667
NODE_65_length_21205_cov_4.383262	Caudovirales	50	Unassigned	NA
NODE_65_length_23530_cov_5.311395	Caudovirales	100	Unassigned	NA
NODE_65_length_26570_cov_3.979823	Caudovirales	100	Myoviridae	100
NODE_65_length_38961_cov_7.399476	Caudovirales	100	Siphoviridae	75
NODE_65_length_6789_cov_1.986338	Caudovirales	100	Siphoviridae	100
NODE_65_length_7889_cov_4.034976	Caudovirales	100	Podoviridae	75
NODE_65_length_8027_cov_2.815981	Caudovirales	100	Siphoviridae	66.66666667
NODE_65_length_8112_cov_3.182822	Caudovirales	100	Siphoviridae	100
NODE_653_length_2887_cov_1.647599	Caudovirales	100	Siphoviridae	100
NODE_657_length_2769_cov_2.676492	Caudovirales	100	Podoviridae	100
NODE_658_length_2765_cov_2.186347	Caudovirales	100	Siphoviridae	100
NODE_659_length_2603_cov_2.106358	Caudovirales	100	Siphoviridae	100
NODE_659_length_2762_cov_3.463243	Caudovirales	100	Siphoviridae	100
NODE_659_length_3107_cov_1.917759	Caudovirales	100	Siphoviridae	100
NODE_66_length_11238_cov_2.525709	Caudovirales	100	Siphoviridae	100
NODE_66_length_13518_cov_2.594295	Caudovirales	50	Siphoviridae	90
NODE_66_length_13616_cov_4.915124	Caudovirales	50	Myoviridae	93.33333333
NODE_66_length_19489_cov_2.724092	no_order_Mimiviridae	100	Mimiviridae	100
NODE_66_length_20295_cov_4.089377	Caudovirales	100	Siphoviridae	100
NODE_66_length_21229_cov_3.560971	Caudovirales	100	Siphoviridae	55.55555556
NODE_66_length_21974_cov_4.464985	Caudovirales	100	Siphoviridae	85.71428571
NODE_66_length_23409_cov_7.511989	Caudovirales	50	Siphoviridae	40
NODE_66_length_25532_cov_5.218589	Caudovirales	100	Unassigned	40
NODE_66_length_33745_cov_4.038172	Caudovirales	100	Unassigned	NA
NODE_66_length_37340_cov_6.786992	Caudovirales	100	Siphoviridae	75
NODE_66_length_38717_cov_7.546868	Caudovirales	100	Siphoviridae	65
NODE_66_length_8024_cov_3.695319	Caudovirales	100	Myoviridae	50
NODE_66_length_8333_cov_3.242450	Caudovirales	100	Unassigned	NA
NODE_663_length_2758_cov_2.289308	Caudovirales	100	Unassigned	NA
NODE_664_length_2837_cov_1.413731	Caudovirales	100	Myoviridae	100
NODE_666_length_3069_cov_3.080292	Caudovirales	100	Siphoviridae	75
NODE_667_length_2745_cov_3.532342	Caudovirales	100	Unassigned	NA
NODE_669_length_2586_cov_1.699328	no_order_Phycodnaviridae	100	Phycodnaviridae	100
NODE_67_length_14283_cov_4.939837	Caudovirales	100	Siphoviridae	85.71428571
NODE_67_length_17387_cov_3.916859	Caudovirales	100	Siphoviridae	100
NODE_67_length_19402_cov_6.196465	Caudovirales	50	Unassigned	NA
NODE_67_length_27476_cov_4.167463	Caudovirales	41.66666667	Myoviridae	30
NODE_67_length_33244_cov_17.905631	Caudovirales	100	Siphoviridae	60.86956522
NODE_67_length_4605_cov_2.225934	Caudovirales	100	Siphoviridae	100
NODE_67_length_7375_cov_3.009699	Caudovirales	100	Unassigned	NA
NODE_67_length_8019_cov_2.414741	Caudovirales	100	Siphoviridae	66.66666667
NODE_670_length_2810_cov_10.014882	Caudovirales	100	Siphoviridae	100
NODE_671_length_2740_cov_3.336685	Caudovirales	100	Myoviridae	100
NODE_672_length_3031_cov_100.866599	Caudovirales	100	Siphoviridae	100
NODE_673_length_2576_cov_1.907973	Caudovirales	100	Siphoviridae	100
NODE_675_length_2571_cov_4.138712	Caudovirales	100	Unassigned	NA
NODE_675_length_2735_cov_2.592164	Caudovirales	100	Unassigned	NA
NODE_676_length_3006_cov_2.612335	Caudovirales	100	Siphoviridae	100
NODE_678_length_2995_cov_31.120408	Caudovirales	100	Siphoviridae	100
NODE_68_length_10409_cov_2.722523	Caudovirales	100	Myoviridae	100
NODE_68_length_14158_cov_3.595972	Caudovirales	100	Siphoviridae	100
NODE_68_length_16862_cov_6.336764	Caudovirales	100	Podoviridae	100
NODE_68_length_19117_cov_13.264610	Caudovirales	100	Siphoviridae	66.66666667
NODE_68_length_19369_cov_3.364710	Caudovirales	40	Unassigned	NA
NODE_68_length_20220_cov_4.116291	Caudovirales	100	Siphoviridae	58.33333333
NODE_68_length_24121_cov_5.122538	Caudovirales	100	Siphoviridae	60
NODE_68_length_32950_cov_15.789907	Caudovirales	50	Siphoviridae	62.5
NODE_68_length_36781_cov_8.797283	Caudovirales	100	Siphoviridae	87.5
NODE_68_length_38440_cov_54.510460	Caudovirales	100	Myoviridae	50
NODE_68_length_4351_cov_1.976955	Caudovirales	100	Siphoviridae	80
NODE_68_length_6482_cov_2.199627	Caudovirales	100	Siphoviridae	100
NODE_68_length_7364_cov_2.742783	Caudovirales	100	Siphoviridae	100
NODE_682_length_2545_cov_3.632932	Caudovirales	100	Unassigned	NA
NODE_682_length_2757_cov_1.932272	Caudovirales	100	Unassigned	NA
NODE_684_length_2537_cov_1.888396	Caudovirales	100	Myoviridae	100
NODE_684_length_2690_cov_2.207211	Caudovirales	100	Unassigned	NA
NODE_684_length_2972_cov_2.010970	Caudovirales	100	Siphoviridae	100
NODE_688_length_2524_cov_4326.039287	no_order_Microviridae	100	Microviridae	100
NODE_689_length_2667_cov_2.903139	Caudovirales	100	Unassigned	100
NODE_69_length_10156_cov_3.899614	Caudovirales	100	Myoviridae	50
NODE_69_length_12735_cov_3.301656	Caudovirales	100	Siphoviridae	57.14285714
NODE_69_length_13205_cov_3.706920	Caudovirales	100	Siphoviridae	100
NODE_69_length_14078_cov_2.637453	Caudovirales	50	Siphoviridae	66.66666667
NODE_69_length_16578_cov_3.986504	Caudovirales	50	Siphoviridae	83.33333333
NODE_69_length_18745_cov_3.365490	Caudovirales	100	Siphoviridae	83.33333333
NODE_69_length_19015_cov_4.418776	Caudovirales	45.45454545	Myoviridae	33.33333333
NODE_69_length_20097_cov_43.918022	Caudovirales	50	Siphoviridae	50
NODE_69_length_22163_cov_5.263163	Caudovirales	100	Unassigned	NA
NODE_69_length_23559_cov_18.031867	Caudovirales	50	Siphoviridae	46.66666667
NODE_69_length_26777_cov_5.823441	Caudovirales	100	Siphoviridae	66.66666667
NODE_69_length_31926_cov_37.673308	Caudovirales	50	Myoviridae	45
NODE_69_length_37272_cov_3.102802	Caudovirales	100	Siphoviridae	76.47058824
NODE_69_length_4261_cov_1.717071	Caudovirales	100	Siphoviridae	100
NODE_69_length_7027_cov_3.231784	Caudovirales	100	Siphoviridae	66.66666667
NODE_69_length_7213_cov_2.688460	Caudovirales	100	Unassigned	NA
NODE_69_length_7313_cov_3.068201	Caudovirales	100	Podoviridae	83.33333333
NODE_69_length_7707_cov_2.376242	Caudovirales	50	Siphoviridae	66.66666667
NODE_69_length_7978_cov_3.731920	Caudovirales	100	Siphoviridae	100
NODE_691_length_2518_cov_3.959805	Caudovirales	100	Unassigned	NA
NODE_692_length_2724_cov_1.943425	Caudovirales	100	Siphoviridae	100
NODE_694_length_2654_cov_2.289342	Caudovirales	100	Unassigned	NA
NODE_697_length_2634_cov_2.419542	Caudovirales	100	Unassigned	NA
NODE_698_length_2632_cov_1.887466	Caudovirales	100	Unassigned	NA
NODE_7_length_107382_cov_5.340091	Caudovirales	45.45454545	Siphoviridae	38.46153846
NODE_7_length_115553_cov_35.746429	Caudovirales	49.27536232	Siphoviridae	50
NODE_7_length_118559_cov_14.174914	Caudovirales	46.51162791	Siphoviridae	50
NODE_7_length_36147_cov_14.136346	Caudovirales	100	Siphoviridae	75
NODE_7_length_36263_cov_135.658142	Caudovirales	100	Myoviridae	50
NODE_7_length_46020_cov_16.937757	Caudovirales	100	Siphoviridae	92.30769231
NODE_7_length_58087_cov_6.947994	Caudovirales	100	Siphoviridae	91.66666667
NODE_7_length_61042_cov_7.357896	Caudovirales	49.27536232	Siphoviridae	69.44444444
NODE_7_length_62811_cov_5.828080	Caudovirales	50	Siphoviridae	54.54545455
NODE_7_length_82293_cov_17.234271	Caudovirales	47.61904762	Myoviridae	38.46153846
NODE_7_length_88941_cov_46.993812	Caudovirales	50	Siphoviridae	53.84615385
NODE_7_length_93674_cov_5.414328	Caudovirales	45.83333333	Myoviridae	33.33333333
NODE_70_length_12716_cov_2.537793	Caudovirales	100	Siphoviridae	100
NODE_70_length_12860_cov_9.643655	Caudovirales	100	Siphoviridae	77.77777778
NODE_70_length_13929_cov_3.297895	Caudovirales	100	Siphoviridae	71.42857143
NODE_70_length_16432_cov_479.725163	Caudovirales	100	Unassigned	NA
NODE_70_length_18577_cov_12.320052	Caudovirales	50	Siphoviridae	50
NODE_70_length_21122_cov_4.635211	Caudovirales	50	Unassigned	NA
NODE_70_length_22303_cov_3.805960	Caudovirales	100	Myoviridae	50
NODE_70_length_31812_cov_4.254495	Caudovirales	42.85714286	Unassigned	NA
NODE_70_length_7003_cov_3.306275	Caudovirales	100	Myoviridae	100
NODE_70_length_7956_cov_4.513606	Caudovirales	100	Siphoviridae	66.66666667
NODE_700_length_2678_cov_1.714830	Caudovirales	100	Unassigned	NA
NODE_701_length_2670_cov_122.809560	Caudovirales	100	Siphoviridae	100
NODE_703_length_2618_cov_2.129146	Caudovirales	100	Siphoviridae	66.66666667
NODE_71_length_10054_cov_20.012401	Caudovirales	100	Unassigned	NA
NODE_71_length_12677_cov_2.607748	Caudovirales	100	Myoviridae	42.85714286
NODE_71_length_18581_cov_2.669276	Caudovirales	50	Siphoviridae	50
NODE_71_length_19769_cov_3.542406	Caudovirales	100	Siphoviridae	57.14285714
NODE_71_length_21110_cov_8.813441	Caudovirales	100	Siphoviridae	50
NODE_71_length_22160_cov_3.786655	Caudovirales	46.15384615	Siphoviridae	42.85714286
NODE_71_length_26397_cov_8.764445	Caudovirales	50	Myoviridae	40
NODE_71_length_31738_cov_4.169681	Caudovirales	50	Siphoviridae	66.66666667
NODE_71_length_34905_cov_5.062123	Caudovirales	45.45454545	Myoviridae	33.33333333
NODE_71_length_6983_cov_3.649249	Caudovirales	50	Podoviridae	42.85714286
NODE_71_length_7195_cov_3.176331	Caudovirales	100	Siphoviridae	66.66666667
NODE_71_length_7853_cov_3.205694	Caudovirales	100	Siphoviridae	66.66666667
NODE_712_length_2831_cov_1.921110	Caudovirales	100	Siphoviridae	100
NODE_717_length_2620_cov_2.477583	Caudovirales	100	Unassigned	NA
NODE_718_length_2570_cov_1.925249	Caudovirales	100	Siphoviridae	100
NODE_72_length_12658_cov_2.835991	Caudovirales	100	Siphoviridae	100
NODE_72_length_13812_cov_2.902522	Caudovirales	100	Podoviridae	50
NODE_72_length_15844_cov_3.632719	Caudovirales	42.85714286	Siphoviridae	60
NODE_72_length_18071_cov_4.990009	Caudovirales	50	Siphoviridae	40
NODE_72_length_19613_cov_3.038399	Caudovirales	100	Unassigned	NA
NODE_72_length_20389_cov_4.106915	Caudovirales	100	Siphoviridae	100
NODE_72_length_21497_cov_3.547617	Caudovirales	100	Siphoviridae	57.14285714
NODE_72_length_21767_cov_5.330923	Caudovirales	100	Siphoviridae	100
NODE_72_length_32689_cov_5.181896	Caudovirales	50	Unassigned	NA
NODE_72_length_35822_cov_3.909442	Caudovirales	50	Myoviridae	66.66666667
NODE_72_length_3895_cov_2.171875	Caudovirales	100	Siphoviridae	100
NODE_72_length_7088_cov_2.801649	Caudovirales	100	Myoviridae	50
NODE_72_length_7514_cov_2.802252	Caudovirales	100	Siphoviridae	75
NODE_72_length_7770_cov_2.078419	Caudovirales	50	Siphoviridae	66.66666667
NODE_72_length_9906_cov_2.228809	Caudovirales	100	Siphoviridae	83.33333333
NODE_722_length_2807_cov_1.654433	Caudovirales	100	Unassigned	NA
NODE_724_length_2551_cov_2.413862	Caudovirales	100	Siphoviridae	100
NODE_724_length_2799_cov_1.775875	Caudovirales	100	Siphoviridae	100
NODE_725_length_2548_cov_4.015644	Caudovirales	100	Unassigned	NA
NODE_727_length_2587_cov_11.842022	Caudovirales	100	Unassigned	NA
NODE_728_length_2586_cov_5.084552	Caudovirales	100	Siphoviridae	100
NODE_73_length_12296_cov_3.626419	Caudovirales	100	Siphoviridae	100
NODE_73_length_17916_cov_5.826885	Caudovirales	40	Unassigned	NA
NODE_73_length_19138_cov_5.017293	Caudovirales	100	Siphoviridae	75
NODE_73_length_21713_cov_3.610537	Caudovirales	100	Siphoviridae	100
NODE_73_length_25981_cov_2.885675	Caudovirales	100	Siphoviridae	100
NODE_73_length_29930_cov_31.441172	Caudovirales	100	Myoviridae	42.85714286
NODE_73_length_3760_cov_1.648043	Caudovirales	100	Siphoviridae	100
NODE_73_length_6119_cov_2.245053	Caudovirales	100	Siphoviridae	100
NODE_73_length_6795_cov_3.921810	Caudovirales	100	Unassigned	NA
NODE_73_length_6918_cov_2.570305	Caudovirales	50	Unassigned	NA
NODE_73_length_7491_cov_3.110274	Caudovirales	50	Siphoviridae	50
NODE_73_length_9396_cov_2.047318	Caudovirales	100	Siphoviridae	75
NODE_733_length_2508_cov_2.333877	Caudovirales	100	Siphoviridae	100
NODE_733_length_2774_cov_1.686650	Caudovirales	50	Unassigned	NA
NODE_735_length_2581_cov_1.867379	Caudovirales	100	Siphoviridae	100
NODE_735_length_2765_cov_2.187454	Caudovirales	100	Siphoviridae	100
NODE_736_length_2581_cov_1.572447	Caudovirales	100	Unassigned	NA
NODE_738_length_2575_cov_1.571825	Caudovirales	100	Siphoviridae	100
NODE_739_length_2566_cov_2.288331	Caudovirales	100	Siphoviridae	100
NODE_739_length_2745_cov_2.399628	Caudovirales	100	Unassigned	NA
NODE_74_length_12287_cov_4.012018	Caudovirales	100	Siphoviridae	66.66666667
NODE_74_length_17815_cov_4.364583	Caudovirales	100	Myoviridae	50
NODE_74_length_18517_cov_3.580273	Caudovirales	100	Siphoviridae	91.66666667
NODE_74_length_18784_cov_3.730525	Unassigned	NA	Phycodnaviridae	40
NODE_74_length_20956_cov_4.081049	Caudovirales	100	Podoviridae	100
NODE_74_length_25954_cov_4.772501	no_order_Mimiviridae	66.66666667	Mimiviridae	50
NODE_74_length_29650_cov_5.610204	Caudovirales	50	Myoviridae	44.44444444
NODE_74_length_32607_cov_43.428176	Caudovirales	100	Myoviridae	42.10526316
NODE_74_length_35667_cov_5.420813	Caudovirales	100	Myoviridae	50
NODE_74_length_3747_cov_2.179848	Caudovirales	100	Siphoviridae	100
NODE_74_length_5972_cov_1.989522	Caudovirales	100	Siphoviridae	100
NODE_74_length_6762_cov_3.226927	Caudovirales	100	Siphoviridae	100
NODE_74_length_6878_cov_3.191265	Caudovirales	100	Siphoviridae	100
NODE_74_length_9205_cov_2.880328	Caudovirales	100	Siphoviridae	100
NODE_741_length_2564_cov_1.797529	Caudovirales	100	Unassigned	NA
NODE_744_length_2548_cov_2.813478	Caudovirales	100	Unassigned	100
NODE_75_length_11454_cov_2.358277	Caudovirales	100	Siphoviridae	85.71428571
NODE_75_length_12263_cov_6.627785	Caudovirales	100	Siphoviridae	87.5
NODE_75_length_15676_cov_3.418411	Caudovirales	100	Siphoviridae	88.88888889
NODE_75_length_17852_cov_4.423330	Caudovirales	100	Siphoviridae	75
NODE_75_length_18432_cov_3.404310	Caudovirales	100	Unassigned	NA
NODE_75_length_20485_cov_3.258150	Caudovirales	100	Siphoviridae	91.66666667
NODE_75_length_20790_cov_4.929009	Caudovirales	100	Siphoviridae	85.71428571
NODE_75_length_25802_cov_14.438459	Caudovirales	100	Siphoviridae	60
NODE_75_length_29643_cov_5.344836	Caudovirales	100	Siphoviridae	85.71428571
NODE_75_length_35292_cov_15.288589	Caudovirales	50	Siphoviridae	90.90909091
NODE_75_length_5875_cov_5.471306	Caudovirales	100	Siphoviridae	66.66666667
NODE_75_length_6732_cov_220.054965	Caudovirales	100	Unassigned	NA
NODE_75_length_9146_cov_356.325267	Caudovirales	100	Unassigned	100
NODE_755_length_2688_cov_1.817698	Caudovirales	100	Podoviridae	50
NODE_757_length_2523_cov_2.202998	Caudovirales	100	Unassigned	NA
NODE_757_length_2684_cov_316.564093	Caudovirales	100	Siphoviridae	100
NODE_758_length_2522_cov_2.712606	Caudovirales	100	Myoviridae	100
NODE_76_length_11106_cov_2.563478	Caudovirales	100	Myoviridae	50
NODE_76_length_12251_cov_3.044031	Caudovirales	100	Myoviridae	50
NODE_76_length_13446_cov_3.031514	Caudovirales	40	Unassigned	NA
NODE_76_length_15492_cov_3.708363	Caudovirales	50	Siphoviridae	50
NODE_76_length_17332_cov_3.655496	Caudovirales	100	Siphoviridae	80
NODE_76_length_20424_cov_5.631597	Caudovirales	100	Podoviridae	100
NODE_76_length_25339_cov_4.381387	Caudovirales	46.66666667	Siphoviridae	37.5
NODE_76_length_29309_cov_5.208553	Caudovirales	100	Siphoviridae	92.30769231
NODE_76_length_32402_cov_4.278047	Caudovirales	100	Siphoviridae	72.22222222
NODE_76_length_34918_cov_18.678370	Caudovirales	100	Siphoviridae	81.25
NODE_76_length_3741_cov_1.728974	Caudovirales	100	Siphoviridae	100
NODE_76_length_6740_cov_2.560808	Caudovirales	100	Unassigned	NA
NODE_76_length_7102_cov_2.338158	Caudovirales	100	Siphoviridae	100
NODE_76_length_9076_cov_4.888482	Caudovirales	100	Siphoviridae	100
NODE_760_length_2659_cov_2.700845	Caudovirales	100	Siphoviridae	100
NODE_764_length_2634_cov_1.878247	Caudovirales	100	Siphoviridae	100
NODE_766_length_2624_cov_1.401713	Caudovirales	50	Siphoviridae	66.66666667
NODE_77_length_11072_cov_10.376418	Caudovirales	100	Myoviridae	50
